"claim","quote"
"Financial Times reported on May 26, 2025, citing six anonymous sources, that Trump Media & Technology Group was raising $3 billion to invest in Bitcoin and other cryptocurrencies, following in the footsteps of Michael Saylor’s Strategy","Trump Media & Technology Group reportedly plans to raise $3 billion to buy bitcoin and other cryptocurrencies — financing the investments with proceeds from share sales — according to a Monday report from the Financial Times."
"Financial Times reported on May 26, 2025, citing six anonymous sources, that Trump Media & Technology Group was raising $3 billion to invest in Bitcoin and other cryptocurrencies, following in the footsteps of Michael Saylor’s Strategy","If Trump Media implements the reported plan, it would position the company to follow the footsteps of crypto-buying companies like Strategy."
"Developers switched on the first Gorbagana testnet less than 24 hours after Solana co-founder Anatoly Yakovenko’s decentralisation tweet on 18 June 2025.","By June 20, the developer going by @Sarv_shaktiman had deployed an early-stage fork of Solana v1.18.26."
"Developers switched on the first Gorbagana testnet less than 24 hours after Solana co-founder Anatoly Yakovenko’s decentralisation tweet on 18 June 2025.","Within 24 hours of toly’s tweet, GORBAGANA chain goes live."
"Pierre Rochard is a long-time Bitcoin advocate and thought leader with deep expertise in Bitcoin infrastructure, education, and financial policy, having served as VP of Research at Riot Platforms and held key roles at major crypto firms.","Pierre Rochard, who calls himself a 'bitcoin maximalist OG,' first discovered Bitcoin in 2012... He became an early thought leader, co-founding the Satoshi Nakamoto Institute."
"Pierre Rochard is a long-time Bitcoin advocate and thought leader with deep expertise in Bitcoin infrastructure, education, and financial policy, having served as VP of Research at Riot Platforms and held key roles at major crypto firms.","Across roles at BitPay, Kraken, and most recently Riot Platforms (RIOT), his work has spanned bitcoin infrastructure and advocacy."
"Brian Quintenz, in a May 21, 2025 letter to the CFTC Ethics Official, pledged to divest from all positions that could potentially pose conflicts of interest as CFTC Chair within 90 days of confirmation","In a letter dated May 21 addressed to CFTC Ethics Official John Einstman, Quintenz pledged to divest from all relevant financial interests within 90 days of confirmation."
"Brian Quintenz, in a May 21, 2025 letter to the CFTC Ethics Official, pledged to divest from all positions that could potentially pose conflicts of interest as CFTC Chair within 90 days of confirmation","He has pledged to divest all KalshiEx stock if he returns to the CFTC, according to those disclosures."
"Brian Quintenz, in a May 21, 2025 letter to the CFTC Ethics Official, pledged to divest from all positions that could potentially pose conflicts of interest as CFTC Chair within 90 days of confirmation","However, he has promised to divest all KalshiEx shares if he joins the agency."
"Brian Quintenz, in a May 21, 2025 letter to the CFTC Ethics Official, pledged to divest from all positions that could potentially pose conflicts of interest as CFTC Chair within 90 days of confirmation","Quintenz previously stated he would recuse himself from matters and divest positions that would potentially cause conflicts of interest if he is confirmed as chair."
"The FDIC’s 2025 decision to grant banks easier access to cryptocurrency activities is part of a broader regulatory shift under President Trump's administration toward supporting crypto innovation","The new industry guidance issued on Friday comes after President Donald Trump elevated a crypto-friendly leadership at the FDIC and other financial regulators and has directed his administration to open doors for the industry."
"Fiserv’s stablecoin announcement followed the US Senate’s passage of the GENIUS Act, signalling its alignment with emerging federal stablecoin regulation","The U.S. Senate passed the bipartisan GENIUS Act last week, sending it to the House for a final vote."
"Fiserv’s stablecoin announcement followed the US Senate’s passage of the GENIUS Act, signalling its alignment with emerging federal stablecoin regulation","The anticipation of this step triggered a flurry of reports of various large corporates such as Amazon and Walmart exploring the issuance of stablecoins"
